564,17143118,30396
582,76822614,131998
585,38721182,66190
592,22719396,38377
618,59144896,95704
643,21611598,33611
649,29969284,46178
652,36103034,55373
654,36827179,56311
662,36936563,55795
694,29137274,41985
716,34027589,47525
724,27251337,37640
724,23417250,32344
728,66163281,90884
742,33449626,45080
742,25087426,33811
769,27988992,36397
773,25542355,33043
776,23358160,30101
779,34768670,44632
791,63402245,80155
791,49242505,62253
804,51132631,63598
835,79992177,95799
853,22391025,26250
855,22384080,26180
888,43174419,48620
893,38613916,43241
898,58973301,65672
899,56287281,62611
904,34483936,38146
905,74960692,82829
910,33640143,36967
924,43170777,46722
930,29608979,31838
930,32579943,35032
955,25789017,27004
975,38637259,39628
1003,34510013,34407
1020,52329034,51303
1033,34201346,33109
1035,46729795,45150
1039,41814816,40245
1043,35927834,34447
1046,35327341,33774
1054,35296137,33488
1055,66413488,62951
1056,37665656,35668
1058,42114660,39806
1086,63390367,58371
1087,38037343,34993
1094,38099933,34826
1096,38024034,34693
1100,38053343,34594
1102,46799761,42468
1108,55725994,50294
1113,85519199,76837
1128,60734685,53843
1176,39802122,33845
1178,73094911,62050
1234,39815888,32266
1252,64396959,51435
1309,60382320,46129
1328,60472631,45537
1335,43680079,32719
1356,48917469,36075
1360,49631570,36494
1364,73491282,53879
1409,39095230,27747
1429,51598338,36108
1472,68569444,46583
1475,71123136,48219
1535,50284099,32758
1584,52877574,33382
1589,73612940,46327
1593,55784394,35018
1598,51872402,32461
1627,66139006,40651
1630,61864903,37954
1652,54029895,32706
1653,59911594,36244
1658,74684316,45045
1666,77241719,46364
1680,55164687,32836
1683,57142717,33953
1685,50698117,30088
1693,77527046,45793
1697,56341484,33201
1699,55866593,32882
1720,74653038,43403
1783,62418660,35008
1793,72898397,40657
1856,60017067,32337
1876,48169178,25677
1925,62222189,32323
2003,82999423,41438
2069,94488609,45669
2110,117672957,55769
2143,126164915,58873
2156,108472991,50312
2159,121544576,56297
2162,101868208,47118
2174,286652217,131855
2230,90332554,40508
2371,96915947,40876
2392,59460551,24858
2394,96485312,40303
2398,86242275,35964
2406,112713634,46847
2416,80570339,33349
2493,117763025,47237
2546,64588687,25369
2569,94312047,36712
2643,143844548,54425
2648,128203857,48415
2692,132645479,49274
2717,95127916,35012
2731,157362220,57621
2769,196400842,70928
2803,134527059,47994
2811,175025691,62265
2913,116207277,39893
2939,110120832,37469
3076,159307311,51790
3148,157863467,50147
3542,162826140,45970
3547,134545045,37932
3553,164371656,46263
3630,183783434,50629
3643,191028613,52437
3738,129810274,34727
3763,293896717,78102
3854,273807557,71045
3874,534299204,137919
4276,503169294,117673
4306,551369765,128047
4318,625834756,144936
5196,209172475,40256
7161,573332618,80063
7644,349235423,45688
8048,1021763535,126959
9333,665616678,71319
9514,1324707594,139238
11156,1347454817,120783
12831,1671227019,130249
12842,979687534,76288
34378,3962205154,115254
37399,3715037318,99335
37996,7124349404,187503
41367,7337237271,177369
111169,31021201284,279045
