4,397097,99274
4,929712,232428
4,222969,55742
5,887114,177423
5,901467,180293
6,544859,90810
7,440281,62897
8,741051,92631
8,726999,90875
8,706388,88299
10,1124328,112433
10,805172,80517
10,1032521,103252
13,966454,74343
19,669647,35245
19,4272954,224892
21,1174338,55921
21,1460921,69568
21,1896173,90294
21,1715131,81673
21,1841676,87699
22,1787468,81249
22,2266825,103038
23,1784740,77597
24,1892217,78842
24,1870813,77951
26,2031595,78138
27,1957082,72485
27,2083761,77176
27,4462053,165261
31,735086,23712
39,1286917,32998
42,1348332,32103
42,1433208,34124
42,1463235,34839
42,1806744,43018
43,1795406,41754
45,3256652,72370
46,1836314,39920
48,1450300,30215
53,1442315,27213
56,2911828,51997
58,5930249,102246
58,3010705,51909
60,3831507,63858
61,5471839,89702
61,2257715,37012
62,4396436,70910
63,4344232,68956
65,4243085,65278
65,18596989,286108
66,4575537,69326
67,7429039,110881
68,5645972,83029
69,5232721,75837
71,5624419,79217
72,6242986,86708
73,4175403,57197
75,5213277,69510
76,4042348,53189
78,8105668,103919
79,5524619,69932
83,2882124,34724
84,3881222,46205
85,6741503,79312
85,3959000,46576
87,5432493,62442
89,3611844,40583
89,5876913,66033
89,5678620,63805
89,5153585,57905
91,4008132,44045
95,7095904,74694
96,8095978,84333
97,6331132,65269
97,7883588,81274
97,4219237,43497
98,7904185,80655
99,4040452,40813
100,6792434,67924
101,5630659,55749
101,6586737,65215
101,6102712,60423
104,7582557,72909
104,8748195,84117
104,6397149,61511
105,3982312,37927
105,15553782,148131
107,11029307,103078
107,7769290,72610
112,7255699,64783
117,6493750,55502
117,6409719,54784
118,5017181,42518
118,5269506,44657
122,7962969,65270
122,5484999,44959
124,5664818,45684
125,9299376,74395
125,7565189,60522
125,8275724,66206
125,8339149,66713
126,7781758,61760
126,6172654,48989
130,5670242,43617
132,7458949,56507
132,7638265,57866
133,4961067,37301
136,13417547,98658
136,10067138,74023
137,8730128,63724
138,5409729,39201
139,4672445,33615
141,8372010,59376
142,8573251,60375
143,6909659,48319
145,5543468,38231
146,6390224,43769
147,10617176,72226
148,8158637,55126
150,7333768,48892
153,8258016,53974
154,5026776,32641
156,4853908,31115
157,6329462,40315
157,7745944,49337
159,3798016,23887
160,6832665,42704
165,13192456,79954
165,8850270,53638
165,5378431,32597
166,7250370,43677
166,9062580,54594
172,10941505,63613
172,12303913,71534
176,12408349,70502
176,9020358,51252
177,15012514,84816
178,7933209,44569
183,15517113,84793
185,6336790,34253
186,7325426,39384
187,6921948,37016
190,9225724,48556
190,9159823,48210
192,9279404,48330
195,10668606,54711
200,14736337,73682
200,17331502,86658
201,10287861,51183
203,10120739,49856
206,11594067,56282
208,10967923,52730
212,11905875,56160
214,9611121,44912
215,15440833,71818
215,10949818,50929
222,15154975,68266
227,14877006,65537
242,11805351,48782
245,8541617,34864
247,17758138,71895
248,7874872,31754
252,9636103,38239
253,20379184,80550
255,10006872,39243
275,6495206,23619
276,6710102,24312
277,12285297,44351
279,13054653,46791
283,10277089,36315
287,67169597,234040
290,11681778,40282
292,11692449,40043
294,13279009,45167
302,21636724,71645
302,16499603,54634
304,14310653,47075
304,8790279,28915
308,16279112,52854
308,14823415,48128
309,13318927,43103
309,16345617,52898
309,21070601,68190
312,14233108,45619
316,21662877,68553
318,9293057,29223
319,8704313,27286
321,14093470,43905
321,19622106,61128
322,14763262,45849
323,10427226,32282
324,10489725,32376
325,11241790,34590
325,10743431,33057
327,9985307,30536
331,23298300,70388
332,8798794,26502
337,12201740,36207
343,17183766,50098
345,15704251,45520
355,11199039,31547
355,11251723,31695
356,11201739,31466
359,10478522,29188
359,10564547,29428
364,11861956,32588
370,16864615,45580
371,17930261,48330
372,14889833,40026
377,18862695,50034
379,19187449,50627
383,15057572,39315
385,14788439,38412
392,14789739,37729
392,14991388,38243
395,22372155,56638
396,43562385,110006
397,10758816,27100
400,16030287,40076
402,13107013,32605
407,17848768,43854
413,27382090,66300
417,33520928,80386
419,15118740,36083
426,15195178,35669
428,15099821,35280
433,17607360,40664
433,10897297,25167
439,19608856,44667
439,120846664,275277
441,15558411,35280
447,18411108,41188
448,17110776,38194
450,88260309,196134
450,11495729,25546
457,24784640,54233
459,27011418,58848
460,16766753,36449
461,31562318,68465
463,16363108,35341
466,20755061,44539
476,15110531,31745
485,15616969,32200
490,38023442,77599
495,34742989,70188
500,22724281,45449
501,23574419,47055
504,33565769,66599
511,26397748,51659
528,12473420,23624
545,20989184,38512
553,37906668,68547
555,24643613,44403
564,42266319,74940
